Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_1365,V,59951.096665,10.916, 0.067,1m005,lsc
NGC_1365,V,59951.097314,10.755, 0.066,1m005,lsc
NGC_1365,V,59952.142931,10.932, 0.028,1m005,lsc
NGC_1365,V,59952.143581,10.955, 0.028,1m005,lsc
NGC_1365,V,59952.560889,10.897, 0.103,1m003,coj
NGC_1365,V,59953.589648,11.064, 0.108,1m003,coj
NGC_1365,V,59953.590333,11.129, 0.107,1m003,coj
NGC_1365,V,59954.854696,11.255, 0.042,1m010,cpt
NGC_1365,V,59954.855346,11.431, 0.043,1m010,cpt
NGC_1365,V,59956.149940,11.620, 0.025,1m009,lsc
NGC_1365,V,59956.150578,11.522, 0.025,1m009,lsc
NGC_1365,V,59956.907573,11.631, 0.027,1m010,cpt
NGC_1365,V,59956.908222,11.586, 0.027,1m010,cpt
NGC_1365,V,59958.057467,11.787, 0.024,1m009,lsc
NGC_1365,V,59958.058105,11.599, 0.023,1m009,lsc
NGC_1365,V,59959.185630,11.768, 0.025,1m009,lsc
NGC_1365,V,59959.186291,11.567, 0.025,1m009,lsc
NGC_1365,V,59960.178170,11.536, 0.025,1m005,lsc
NGC_1365,V,59960.178820,11.490, 0.025,1m005,lsc
NGC_1365,V,59961.192397,11.467, 0.025,1m009,lsc
NGC_1365,V,59961.193035,11.521, 0.025,1m009,lsc
NGC_1365,V,59962.164344,11.451, 0.026,1m004,lsc
NGC_1365,V,59962.164993,11.422, 0.026,1m004,lsc
NGC_1365,V,59964.865059,11.306, 0.024,1m012,cpt
NGC_1365,V,59964.865708,11.279, 0.024,1m012,cpt
NGC_1365,V,59965.804175,11.514, 0.025,1m013,cpt
NGC_1365,V,59965.804824,11.330, 0.025,1m013,cpt
NGC_1365,V,59967.057558,11.346, 0.025,1m004,lsc
NGC_1365,V,59967.058208,11.281, 0.025,1m004,lsc
NGC_1365,V,59967.571398,11.259, 0.026,1m003,coj
NGC_1365,V,59967.572048,11.179, 0.026,1m003,coj
NGC_1365,V,59968.817417,11.422, 0.025,1m010,cpt
NGC_1365,V,59968.818066,11.406, 0.025,1m010,cpt
NGC_1365,V,59970.101274,11.478, 0.026,1m004,lsc
NGC_1365,V,59970.101925,11.432, 0.026,1m004,lsc
NGC_1365,V,59970.440503,11.338, 0.026,1m011,coj
NGC_1365,V,59970.441164,11.345, 0.026,1m011,coj
NGC_1365,V,59971.848052,11.311, 0.026,1m013,cpt
NGC_1365,V,59971.848701,11.318, 0.026,1m013,cpt
NGC_1365,V,59973.130337,11.290, 0.027,1m004,lsc
NGC_1365,V,59973.130974,11.289, 0.027,1m004,lsc
NGC_1365,V,59974.105677,11.094, 0.026,1m005,lsc
NGC_1365,V,59974.106326,11.154, 0.026,1m005,lsc
NGC_1365,V,59975.068875,14.612, 0.033,1m009,lsc
NGC_1365,V,59975.069525,15.695, 0.035,1m009,lsc
NGC_1365,V,59976.053543,17.355, 0.040,1m009,lsc
NGC_1365,V,59976.054192,18.871, 0.044,1m009,lsc
NGC_1365,V,59977.472074,11.307, 0.028,1m011,coj
NGC_1365,V,59977.472735,11.225, 0.028,1m011,coj
NGC_1365,V,59978.148367,11.301, 0.032,1m004,lsc
NGC_1365,V,59978.149016,11.294, 0.032,1m004,lsc
NGC_1365,V,59979.508343,11.240, 0.029,1m003,coj
NGC_1365,V,59979.508993,11.143, 0.028,1m003,coj
NGC_1365,V,59980.481131,11.364, 0.029,1m003,coj
NGC_1365,V,59980.481781,11.253, 0.029,1m003,coj
NGC_1365,V,59981.529556,11.311, 0.032,1m003,coj
NGC_1365,V,59981.530205,11.335, 0.032,1m003,coj
NGC_1365,V,59983.087715,11.588, 0.030,1m004,lsc
NGC_1365,V,59983.088356,11.447, 0.030,1m004,lsc
NGC_1365,V,59984.130589,11.547, 0.029,1m009,lsc
NGC_1365,V,59984.131227,11.556, 0.029,1m009,lsc
NGC_1365,V,59985.113119,11.318, 0.028,1m005,lsc
NGC_1365,V,59985.113780,11.339, 0.028,1m005,lsc
NGC_1365,V,59985.845718,11.427, 0.026,1m013,cpt
NGC_1365,V,59985.846355,11.327, 0.026,1m013,cpt
NGC_1365,V,59987.083174,11.460, 0.026,1m009,lsc
NGC_1365,V,59987.083811,11.499, 0.026,1m009,lsc
NGC_1365,V,59987.788233,11.365, 0.025,1m010,cpt
NGC_1365,V,59987.788882,11.321, 0.025,1m010,cpt
NGC_1365,V,59989.508986,11.195, 0.027,1m003,coj
NGC_1365,V,59989.509659,11.261, 0.027,1m003,coj
NGC_1365,V,59990.104210,11.426, 0.027,1m004,lsc
NGC_1365,V,59990.104847,11.391, 0.027,1m004,lsc
NGC_1365,V,59991.505470,11.349, 0.029,1m011,coj
NGC_1365,V,59991.506131,11.218, 0.029,1m011,coj
NGC_1365,V,59994.485531,11.870, 0.028,1m003,coj
NGC_1365,V,59994.486192,11.268, 0.026,1m003,coj
NGC_1365,V,59995.102982,11.354, 0.025,1m005,lsc
NGC_1365,V,59995.103631,11.344, 0.025,1m005,lsc
NGC_1365,V,59996.785212,11.572, 0.025,1m010,cpt
NGC_1365,V,59996.785862,11.557, 0.025,1m010,cpt
NGC_1365,V,59997.788787,11.545, 0.025,1m012,cpt
NGC_1365,V,59997.789437,11.518, 0.025,1m012,cpt
NGC_1365,V,59998.824920,11.505, 0.026,1m013,cpt
NGC_1365,V,59998.825569,11.555, 0.026,1m013,cpt
NGC_1365,V,59999.815799,11.986, 0.027,1m013,cpt
NGC_1365,V,59999.816461,11.515, 0.027,1m013,cpt
NGC_1365,V,60000.796324,11.570, 0.026,1m012,cpt
NGC_1365,V,60000.796962,11.501, 0.026,1m012,cpt
NGC_1365,V,60001.463256,11.123, 0.027,1m011,coj
NGC_1365,V,60001.463929,11.202, 0.027,1m011,coj
NGC_1365,V,60003.036557,11.177, 0.025,1m009,lsc
NGC_1365,V,60003.037207,15.848, 0.035,1m009,lsc
NGC_1365,V,60003.781409,11.191, 0.026,1m010,cpt
NGC_1365,V,60003.782059,11.106, 0.026,1m010,cpt
NGC_1365,V,60004.771376,10.995, 0.046,1m013,cpt
NGC_1365,V,60004.772036,10.867, 0.049,1m013,cpt
NGC_1365,V,60006.057215,10.853, 0.027,1m005,lsc
NGC_1365,V,60006.057864,10.836, 0.027,1m005,lsc
NGC_1365,V,60006.778251,11.082, 0.034,1m010,cpt
NGC_1365,V,60006.778901,11.192, 0.034,1m010,cpt
NGC_1365,V,60008.038741,10.849, 0.027,1m005,lsc
NGC_1365,V,60008.039391,10.841, 0.027,1m005,lsc
NGC_1365,V,60009.061079,10.762, 0.030,1m005,lsc
NGC_1365,V,60009.061728,10.699, 0.030,1m005,lsc
NGC_1365,V,60010.027698,10.894, 0.031,1m004,lsc
NGC_1365,V,60010.028347,10.901, 0.031,1m004,lsc
NGC_1365,V,60011.400015,10.841, 0.028,1m011,coj
NGC_1365,V,60011.400675,10.879, 0.028,1m011,coj
NGC_1365,V,60012.442951,10.988, 0.030,1m011,coj
NGC_1365,V,60012.443611,10.924, 0.030,1m011,coj
NGC_1365,V,60012.771651,11.067, 0.027,1m013,cpt
NGC_1365,V,60012.772300,11.009, 0.027,1m013,cpt
NGC_1365,V,60015.389745,10.837, 0.029,1m003,coj
NGC_1365,V,60015.390429,10.851, 0.028,1m003,coj
NGC_1365,V,60016.793913,11.072, 0.025,1m012,cpt
NGC_1365,V,60016.794562,11.104, 0.026,1m012,cpt
NGC_1365,V,60018.404862,11.004, 0.026,1m011,coj
NGC_1365,V,60018.405523,11.040, 0.026,1m011,coj
NGC_1365,V,60019.407866,11.030, 0.026,1m011,coj
NGC_1365,V,60019.408528,11.014, 0.026,1m011,coj
NGC_1365,V,60020.769930,11.126, 0.026,1m010,cpt
NGC_1365,V,60020.770718,11.126, 0.026,1m010,cpt
NGC_1365,V,60021.766290,11.181, 0.106,1m010,cpt
NGC_1365,V,60021.767090,11.530, 0.134,1m010,cpt
NGC_1365,V,60024.762341,11.218, 0.026,1m012,cpt
NGC_1365,V,60024.763073,11.318, 0.026,1m012,cpt
NGC_1365,V,60025.769727,11.407, 0.039,1m010,cpt
NGC_1365,V,60025.770539,11.291, 0.045,1m010,cpt
NGC_1365,V,60027.004885,10.997, 0.025,1m005,lsc
NGC_1365,V,60027.005535,11.060, 0.025,1m005,lsc
NGC_1365,V,60028.011590,11.456, 0.027,1m004,lsc
NGC_1365,V,60028.012243,12.530, 0.031,1m004,lsc
NGC_1365,V,60029.005798,11.207, 0.025,1m009,lsc
NGC_1365,V,60029.006458,11.109, 0.025,1m009,lsc
NGC_1365,V,60030.012444,11.951, 0.030,1m004,lsc
NGC_1365,V,60030.013093,11.346, 0.028,1m004,lsc
NGC_1365,V,60030.986457,11.386, 0.034,1m004,lsc
NGC_1365,V,60030.987119,11.461, 0.033,1m004,lsc
NGC_1365,V,60032.004990,10.889, 0.026,1m005,lsc
NGC_1365,V,60032.005639,10.918, 0.026,1m005,lsc
NGC_1365,V,60033.001473,11.040, 0.027,1m004,lsc
NGC_1365,V,60033.002134,11.070, 0.027,1m004,lsc
NGC_1365,V,60033.983970,10.826, 0.031,1m005,lsc
NGC_1365,V,60033.984619,10.787, 0.030,1m005,lsc
NGC_1365,V,60034.997822,10.925, 0.028,1m004,lsc
NGC_1365,V,60034.998472,11.089, 0.029,1m004,lsc
NGC_1365,V,60035.994827,10.789, 0.027,1m009,lsc
NGC_1365,V,60035.995465,10.966, 0.027,1m009,lsc
NGC_1365,V,60037.983278,10.928, 0.056,1m004,lsc
NGC_1365,V,60037.983927,10.918, 0.049,1m004,lsc
NGC_1365,V,60039.368853,10.853, 0.036,1m011,coj
NGC_1365,V,60039.369514,10.829, 0.035,1m011,coj
NGC_1365,V,60040.373089,10.794, 0.035,1m003,coj
NGC_1365,V,60040.373762,11.257, 0.036,1m003,coj
NGC_1365,V,60040.724098,10.988, 0.035,1m012,cpt
NGC_1365,V,60040.724735,11.039, 0.035,1m012,cpt
NGC_1365,V,60112.808290,10.910, 0.028,1m011,coj
NGC_1365,V,60112.808939,10.925, 0.028,1m011,coj
NGC_1365,V,60121.412155,10.866, 0.029,1m005,lsc
NGC_1365,V,60121.412804,10.841, 0.025,1m005,lsc
NGC_1365,V,60121.423176,10.917, 0.025,1m005,lsc
NGC_1365,V,60121.423825,10.880, 0.025,1m005,lsc
NGC_1365,r,59798.115281,19.281, 0.041,1m010,cpt
NGC_1365,r,59798.115931,19.482, 0.042,1m010,cpt
NGC_1365,r,59803.022892,19.454, 0.092,1m010,cpt
NGC_1365,r,59803.023530,19.835, 0.154,1m010,cpt
NGC_1365,r,59807.380323,26.408, 0.041,1m009,lsc
NGC_1365,r,59807.380960,25.419, 0.040,1m009,lsc
NGC_1365,r,59813.120605,19.403, 0.039,1m010,cpt
NGC_1365,r,59813.121254,19.461, 0.039,1m010,cpt
NGC_1365,r,59817.767374,19.256, 0.028,1m003,coj
NGC_1365,r,59817.768023,19.021, 0.028,1m003,coj
NGC_1365,r,59824.034418,19.783, 0.049,1m012,cpt
NGC_1365,r,59824.035080,19.471, 0.049,1m012,cpt
NGC_1365,r,59828.203447,19.679, 0.033,1m004,lsc
NGC_1365,r,59828.204097,19.800, 0.033,1m004,lsc
NGC_1365,r,59828.711425,19.905, 0.030,1m003,coj
NGC_1365,r,59828.712086,18.899, 0.031,1m003,coj
NGC_1365,r,59829.945583,19.689, 0.051,1m010,cpt
NGC_1365,r,59829.946233,20.030, 0.052,1m010,cpt
NGC_1365,r,59830.948293,19.423, 0.055,1m010,cpt
NGC_1365,r,59830.948954,19.800, 0.055,1m010,cpt
NGC_1365,r,59831.993607,19.412, 0.055,1m010,cpt
NGC_1365,r,59831.994268,19.416, 0.055,1m010,cpt
NGC_1365,r,59832.935968,19.608, 0.070,1m010,cpt
NGC_1365,r,59832.936617,19.426, 0.069,1m010,cpt
NGC_1365,r,59834.179543,19.569, 0.050,1m001,tfn
NGC_1365,r,59834.180193,19.524, 0.049,1m001,tfn
NGC_1365,r,59834.995468,19.190, 0.049,1m010,cpt
NGC_1365,r,59834.996117,19.122, 0.049,1m010,cpt
NGC_1365,r,59835.965735,18.657, 0.051,1m012,cpt
NGC_1365,r,59835.966384,18.802, 0.051,1m012,cpt
NGC_1365,r,59837.007640,18.982, 0.049,1m013,cpt
NGC_1365,r,59837.008279,18.770, 0.055,1m013,cpt
NGC_1365,r,59838.049172,18.725, 0.047,1m012,cpt
NGC_1365,r,59838.049821,18.824, 0.047,1m012,cpt
NGC_1365,r,59839.091015,18.848, 0.042,1m013,cpt
NGC_1365,r,59839.091664,18.719, 0.042,1m013,cpt
NGC_1365,r,59841.178108,18.964, 0.029,1m009,lsc
NGC_1365,r,59841.178757,18.549, 0.029,1m009,lsc
NGC_1365,r,59842.908869,18.898, 0.040,1m013,cpt
NGC_1365,r,59842.909519,18.874, 0.040,1m013,cpt
NGC_1365,r,59843.286067,18.829, 0.028,1m009,lsc
NGC_1365,r,59843.286716,18.857, 0.028,1m009,lsc
NGC_1365,r,59844.298074,18.987, 0.030,1m005,lsc
NGC_1365,r,59844.298723,19.025, 0.030,1m005,lsc
NGC_1365,r,59845.337984,19.153, 0.028,1m009,lsc
NGC_1365,r,59845.338634,19.083, 0.028,1m009,lsc
NGC_1365,r,59846.354626,19.148, 0.031,1m004,lsc
NGC_1365,r,59846.355275,18.988, 0.030,1m004,lsc
NGC_1365,r,59848.163878,19.113, 0.031,1m005,lsc
NGC_1365,r,59848.164608,19.046, 0.031,1m005,lsc
NGC_1365,r,59848.907821,19.308, 0.041,1m013,cpt
NGC_1365,r,59848.908470,19.202, 0.041,1m013,cpt
NGC_1365,r,59850.886837,19.586, 0.054,1m013,cpt
NGC_1365,r,59850.887482,19.565, 0.053,1m013,cpt
NGC_1365,r,59852.171509,19.452, 0.065,1m001,tfn
NGC_1365,r,59852.172175,19.459, 0.068,1m001,tfn
NGC_1365,r,59852.881415,19.253, 0.040,1m013,cpt
NGC_1365,r,59852.882053,19.499, 0.040,1m013,cpt
NGC_1365,r,59853.878713,19.502, 0.041,1m013,cpt
NGC_1365,r,59853.879362,19.438, 0.041,1m013,cpt
NGC_1365,r,59854.689087,19.442, 0.028,1m011,coj
NGC_1365,r,59854.689736,19.318, 0.028,1m011,coj
NGC_1365,r,59855.736431,19.088, 0.028,1m003,coj
NGC_1365,r,59855.737080,19.268, 0.029,1m003,coj
NGC_1365,r,59856.870411,18.995, 0.050,1m012,cpt
NGC_1365,r,59856.871060,18.948, 0.051,1m012,cpt
NGC_1365,r,59857.889732,18.949, 0.045,1m010,cpt
NGC_1365,r,59857.890381,18.885, 0.045,1m010,cpt
NGC_1365,r,59858.980695,18.452, 0.463,1m012,cpt
NGC_1365,r,59858.981344,18.707, 0.147,1m012,cpt
NGC_1365,r,59859.885765,18.712, 0.057,1m010,cpt
NGC_1365,r,59859.886414,19.057, 0.058,1m010,cpt
NGC_1365,r,59860.936468,18.767, 0.050,1m013,cpt
NGC_1365,r,59860.937118,18.798, 0.050,1m013,cpt
NGC_1365,r,59862.017334,30.336, 0.421,1m010,cpt
NGC_1365,r,59863.100558,18.169, 0.045,1m014,tfn
NGC_1365,r,59863.101219,18.298, 0.045,1m014,tfn
NGC_1365,r,59864.097730,19.248, 0.049,1m014,tfn
NGC_1365,r,59864.098379,18.188, 0.044,1m014,tfn
NGC_1365,r,59865.198301,18.478, 0.031,1m005,lsc
NGC_1365,r,59865.198950,18.395, 0.031,1m005,lsc
NGC_1365,r,59866.658546,18.298, 0.028,1m011,coj
NGC_1365,r,59866.659195,18.341, 0.028,1m011,coj
NGC_1365,r,59867.650421,20.002, 0.037,1m011,coj
NGC_1365,r,59867.651070,17.748, 0.030,1m011,coj
NGC_1365,r,59868.276951,18.713, 0.029,1m005,lsc
NGC_1365,r,59868.277600,18.690, 0.029,1m005,lsc
NGC_1365,r,59869.311705,18.565, 0.029,1m005,lsc
NGC_1365,r,59869.312366,18.629, 0.029,1m005,lsc
NGC_1365,r,59871.126391,18.674, 0.030,1m005,lsc
NGC_1365,r,59871.127040,18.724, 0.030,1m005,lsc
NGC_1365,r,59872.096651,18.542, 0.040,1m013,cpt
NGC_1365,r,59872.097302,18.616, 0.040,1m013,cpt
NGC_1365,r,59873.263755,18.703, 0.029,1m005,lsc
NGC_1365,r,59873.264416,18.592, 0.029,1m005,lsc
NGC_1365,r,59873.923518,18.359, 0.045,1m012,cpt
NGC_1365,r,59873.924168,18.395, 0.045,1m012,cpt
NGC_1365,r,59875.112603,18.318, 0.043,1m014,tfn
NGC_1365,r,59875.113252,18.472, 0.049,1m014,tfn
NGC_1365,r,59876.053745,18.684, 0.049,1m012,cpt
NGC_1365,r,59876.054395,18.617, 0.046,1m012,cpt
NGC_1365,r,59877.045502,18.791, 0.099,1m010,cpt
NGC_1365,r,59877.046151,18.836, 0.061,1m010,cpt
NGC_1365,r,59879.032647,18.908, 0.039,1m013,cpt
NGC_1365,r,59879.033285,18.932, 0.039,1m013,cpt
NGC_1365,r,59880.614836,18.659, 0.028,1m011,coj
NGC_1365,r,59880.615486,18.663, 0.028,1m011,coj
NGC_1365,r,59881.452731,18.557, 0.029,1m011,coj
NGC_1365,r,59881.453392,18.580, 0.029,1m011,coj
NGC_1365,r,59885.684579,18.576, 0.028,1m011,coj
NGC_1365,r,59885.685239,18.608, 0.028,1m011,coj
NGC_1365,r,59887.122049,28.564, 0.043,1m009,lsc
NGC_1365,r,59888.746797,18.211, 0.029,1m011,coj
NGC_1365,r,59888.747446,18.261, 0.029,1m011,coj
NGC_1365,r,59889.051525,25.904, 0.043,1m009,lsc
NGC_1365,r,59889.052174,26.420, 0.045,1m009,lsc
NGC_1365,r,59890.160936,18.386, 0.029,1m009,lsc
NGC_1365,r,59890.161587,24.205, 0.038,1m009,lsc
NGC_1365,r,59891.137148,30.839, 0.096,1m009,lsc
NGC_1365,r,59891.137786,25.278, 0.069,1m009,lsc
NGC_1365,r,59892.246751,18.718, 0.064,1m004,lsc
NGC_1365,r,59892.247389,18.687, 0.035,1m004,lsc
NGC_1365,r,59893.313007,18.915, 0.042,1m009,lsc
NGC_1365,r,59893.313657,18.079, 0.049,1m009,lsc
NGC_1365,r,59894.326930,18.426, 0.153,1m005,lsc
NGC_1365,r,59894.327579,18.467, 0.174,1m005,lsc
NGC_1365,r,59897.245498,18.215, 0.026,1m009,lsc
NGC_1365,r,59897.246135,18.182, 0.026,1m009,lsc
NGC_1365,r,59897.591414,18.277, 0.028,1m011,coj
NGC_1365,r,59897.592056,18.375, 0.028,1m011,coj
NGC_1365,r,59898.554449,18.589, 0.029,1m011,coj
NGC_1365,r,59898.555110,18.486, 0.029,1m011,coj
NGC_1365,r,59899.285800,18.442, 0.027,1m004,lsc
NGC_1365,r,59899.286450,18.397, 0.027,1m004,lsc
NGC_1365,r,59899.640304,18.288, 0.027,1m003,coj
NGC_1365,r,59899.640953,18.106, 0.027,1m003,coj
NGC_1365,r,59900.996267,17.882, 0.036,1m014,tfn
NGC_1365,r,59900.996916,18.104, 0.036,1m014,tfn
NGC_1365,r,59902.194149,18.177, 0.026,1m005,lsc
NGC_1365,r,59902.194810,18.185, 0.027,1m005,lsc
NGC_1365,r,59903.330518,18.409, 0.026,1m009,lsc
NGC_1365,r,59903.331155,18.433, 0.026,1m009,lsc
NGC_1365,r,59904.111445,18.356, 0.026,1m004,lsc
NGC_1365,r,59904.112094,18.387, 0.027,1m004,lsc
NGC_1365,r,59905.520005,17.429, 0.587,1m003,coj
NGC_1365,r,59905.520666,18.108, 0.171,1m003,coj
NGC_1365,r,59906.649427,17.558, 0.030,1m011,coj
NGC_1365,r,59906.650080,17.665, 0.030,1m011,coj
NGC_1365,r,59907.351275,28.431, 0.044,1m009,lsc
NGC_1365,r,59907.351912,17.950, 0.028,1m009,lsc
NGC_1365,r,59908.337397,18.344, 0.028,1m004,lsc
NGC_1365,r,59908.338046,18.220, 0.028,1m004,lsc
NGC_1365,r,59909.346281,18.330, 0.028,1m004,lsc
NGC_1365,r,59909.346943,18.215, 0.028,1m004,lsc
NGC_1365,r,59910.319472,18.379, 0.028,1m004,lsc
NGC_1365,r,59910.320121,18.398, 0.028,1m004,lsc
NGC_1365,r,59911.472691,18.211, 0.028,1m011,coj
NGC_1365,r,59911.473340,18.132, 0.027,1m011,coj
NGC_1365,r,59912.430809,18.135, 0.029,1m011,coj
NGC_1365,r,59912.431471,18.448, 0.029,1m011,coj
NGC_1365,r,59913.007863,18.069, 0.045,1m012,cpt
NGC_1365,r,59913.008512,18.197, 0.045,1m012,cpt
NGC_1365,r,59914.666399,17.104, 0.029,1m011,coj
NGC_1365,r,59914.667072,17.227, 0.029,1m011,coj
NGC_1365,r,59915.089344,18.563, 0.028,1m004,lsc
NGC_1365,r,59915.089994,18.293, 0.028,1m004,lsc
NGC_1365,r,59916.184286,24.689, 0.036,1m009,lsc
NGC_1365,r,59916.184925,20.518, 0.030,1m009,lsc
NGC_1365,r,59917.830230,18.424, 0.053,1m012,cpt
NGC_1365,r,59917.830879,18.220, 0.053,1m012,cpt
NGC_1365,r,59918.178022,18.541, 0.028,1m004,lsc
NGC_1365,r,59918.178672,18.483, 0.028,1m004,lsc
NGC_1365,r,59920.036279,18.653, 0.050,1m010,cpt
NGC_1365,r,59920.036928,18.693, 0.050,1m010,cpt
NGC_1365,r,59921.173912,18.776, 0.030,1m005,lsc
NGC_1365,r,59921.174573,18.835, 0.030,1m005,lsc
NGC_1365,r,59922.045145,19.277, 0.030,1m005,lsc
NGC_1365,r,59922.045794,19.360, 0.030,1m005,lsc
NGC_1365,r,59922.932639,18.873, 0.046,1m010,cpt
NGC_1365,r,59922.933276,18.824, 0.046,1m010,cpt
NGC_1365,r,59924.163048,18.896, 0.028,1m004,lsc
NGC_1365,r,59924.163697,18.893, 0.028,1m004,lsc
NGC_1365,r,59926.293401,19.114, 0.029,1m004,lsc
NGC_1365,r,59926.294051,18.870, 0.029,1m004,lsc
NGC_1365,r,59927.476763,18.504, 0.027,1m003,coj
NGC_1365,r,59927.477423,18.564, 0.027,1m003,coj
NGC_1365,r,59928.529434,18.338, 0.028,1m011,coj
NGC_1365,r,59928.530096,18.235, 0.028,1m011,coj
NGC_1365,r,59929.541904,18.587, 0.028,1m011,coj
NGC_1365,r,59929.542566,18.715, 0.029,1m011,coj
NGC_1365,r,59930.604605,18.680, 0.029,1m011,coj
NGC_1365,r,59930.605266,18.760, 0.029,1m011,coj
NGC_1365,r,59931.911708,18.304, 0.036,1m014,tfn
NGC_1365,r,59931.912357,18.067, 0.037,1m014,tfn
NGC_1365,r,59933.095227,19.448, 0.027,1m009,lsc
NGC_1365,r,59933.095876,23.638, 0.033,1m009,lsc
NGC_1365,r,59933.910761,18.145, 0.034,1m014,tfn
NGC_1365,r,59933.911410,17.948, 0.034,1m014,tfn
NGC_1365,r,59934.964131,18.277, 0.041,1m010,cpt
NGC_1365,r,59934.964780,18.398, 0.041,1m010,cpt
NGC_1365,r,59936.113581,18.315, 0.027,1m005,lsc
NGC_1365,r,59936.114231,18.237, 0.027,1m005,lsc
NGC_1365,r,59937.886884,17.881, 0.058,1m012,cpt
NGC_1365,r,59937.887533,18.062, 0.052,1m012,cpt
NGC_1365,r,59938.149421,18.272, 0.027,1m004,lsc
NGC_1365,r,59938.150082,18.318, 0.027,1m004,lsc
NGC_1365,r,59939.937560,18.363, 0.041,1m010,cpt
NGC_1365,r,59939.938209,18.361, 0.041,1m010,cpt
NGC_1365,r,59940.883052,17.919, 0.045,1m012,cpt
NGC_1365,r,59940.883701,18.052, 0.045,1m012,cpt
NGC_1365,r,59941.965861,17.914, 0.046,1m012,cpt
NGC_1365,r,59941.966510,17.813, 0.046,1m012,cpt
NGC_1365,r,59942.890583,17.934, 0.048,1m012,cpt
NGC_1365,r,59942.891220,18.066, 0.049,1m012,cpt
NGC_1365,r,59944.136918,17.973, 0.027,1m009,lsc
NGC_1365,r,59944.137567,17.877, 0.027,1m009,lsc
NGC_1365,r,59944.474154,17.952, 0.028,1m003,coj
NGC_1365,r,59944.474815,17.956, 0.028,1m003,coj
NGC_1365,r,59945.494681,17.906, 0.029,1m003,coj
NGC_1365,r,59945.495341,17.762, 0.029,1m003,coj
NGC_1365,r,59946.900902,17.818, 0.050,1m012,cpt
NGC_1365,r,59946.901539,17.749, 0.050,1m012,cpt
NGC_1365,r,59947.485199,17.831, 0.029,1m011,coj
NGC_1365,r,59947.485861,17.878, 0.029,1m011,coj
NGC_1365,r,59948.513762,17.890, 0.029,1m003,coj
NGC_1365,r,59948.514435,17.982, 0.029,1m003,coj
NGC_1365,r,59950.094103,18.552, 0.030,1m004,lsc
NGC_1365,r,59950.094754,18.424, 0.030,1m004,lsc
NGC_1365,r,59951.103231,18.640, 0.052,1m005,lsc
NGC_1365,r,59951.103880,18.229, 0.061,1m005,lsc
NGC_1365,r,59952.149493,18.548, 0.030,1m005,lsc
NGC_1365,r,59952.150143,18.567, 0.030,1m005,lsc
NGC_1365,r,59952.567462,18.183, 0.122,1m003,coj
NGC_1365,r,59952.568128,18.344, 0.224,1m003,coj
NGC_1365,r,59953.596274,18.717, 0.084,1m003,coj
NGC_1365,r,59953.596957,18.962, 0.235,1m003,coj
NGC_1365,r,59954.861258,18.829, 0.043,1m010,cpt
NGC_1365,r,59954.861907,18.803, 0.043,1m010,cpt
NGC_1365,r,59956.156501,31.313, 0.045,1m009,lsc
NGC_1365,r,59956.157150,31.418, 0.045,1m009,lsc
NGC_1365,r,59956.914783,19.218, 0.029,1m010,cpt
NGC_1365,r,59958.063971,19.440, 0.027,1m009,lsc
NGC_1365,r,59958.064645,19.415, 0.027,1m009,lsc
NGC_1365,r,59959.192204,19.384, 0.028,1m009,lsc
NGC_1365,r,59959.192853,19.265, 0.028,1m009,lsc
NGC_1365,r,59960.184744,19.875, 0.029,1m005,lsc
NGC_1365,r,59960.185394,19.905, 0.029,1m005,lsc
NGC_1365,r,59961.198970,19.527, 0.028,1m009,lsc
NGC_1365,r,59961.199619,19.234, 0.028,1m009,lsc
NGC_1365,r,59962.170896,19.453, 0.029,1m004,lsc
NGC_1365,r,59962.171545,19.477, 0.029,1m004,lsc
NGC_1365,r,59964.871586,19.299, 0.028,1m012,cpt
NGC_1365,r,59964.872235,19.041, 0.028,1m012,cpt
NGC_1365,r,59965.810740,18.997, 0.027,1m013,cpt
NGC_1365,r,59965.811389,18.907, 0.027,1m013,cpt
NGC_1365,r,59967.064131,19.014, 0.028,1m004,lsc
NGC_1365,r,59967.064780,19.058, 0.028,1m004,lsc
NGC_1365,r,59967.577965,18.969, 0.029,1m003,coj
NGC_1365,r,59967.578615,18.797, 0.029,1m003,coj
NGC_1365,r,59968.823943,19.048, 0.027,1m010,cpt
NGC_1365,r,59968.824582,19.116, 0.027,1m010,cpt
NGC_1365,r,59970.107803,19.447, 0.028,1m004,lsc
NGC_1365,r,59970.108440,19.574, 0.028,1m004,lsc
NGC_1365,r,59970.447142,18.589, 0.080,1m011,coj
NGC_1365,r,59970.447804,18.495, 0.038,1m011,coj
NGC_1365,r,59971.854618,19.251, 0.028,1m013,cpt
NGC_1365,r,59971.855267,19.009, 0.027,1m013,cpt
NGC_1365,r,59973.136863,19.021, 0.029,1m004,lsc
NGC_1365,r,59973.137512,18.954, 0.029,1m004,lsc
NGC_1365,r,59974.112227,18.869, 0.029,1m005,lsc
NGC_1365,r,59974.112888,18.973, 0.029,1m005,lsc
NGC_1365,r,59975.075460,32.750, 0.049,1m009,lsc
NGC_1365,r,59975.076111,25.412, 0.038,1m009,lsc
NGC_1365,r,59976.060057,26.546, 0.040,1m009,lsc
NGC_1365,r,59976.060706,26.910, 0.041,1m009,lsc
NGC_1365,r,59977.478739,19.042, 0.031,1m011,coj
