Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_6814,i,59893.054161,20.189, 0.064,1m009,lsc
NGC_6814,i,59893.431960,18.668, 0.569,1m003,coj
NGC_6814,i,59893.809709,20.298, 0.067,1m013,cpt
NGC_6814,i,59893.810362,20.245, 0.068,1m013,cpt
NGC_6814,i,59894.034260,20.357, 0.043,1m005,lsc
NGC_6814,i,59894.034909,20.107, 0.043,1m005,lsc
NGC_6814,i,59896.110835,22.131, 0.059,1m006,elp
NGC_6814,i,59896.111485,20.865, 0.052,1m006,elp
NGC_6814,i,59897.034037,19.966, 0.041,1m009,lsc
NGC_6814,i,59897.034675,20.027, 0.041,1m009,lsc
NGC_6814,i,59897.769670,20.503, 0.082,1m012,cpt
NGC_6814,i,59897.770308,20.626, 0.082,1m012,cpt
NGC_6814,i,59898.041425,20.188, 0.041,1m009,lsc
NGC_6814,i,59898.042074,20.201, 0.041,1m009,lsc
NGC_6814,i,59898.411447,20.736, 0.060,1m003,coj
NGC_6814,i,59898.412107,20.835, 0.060,1m003,coj
NGC_6814,i,59898.439154,20.617, 0.112,1m003,coj
NGC_6814,i,59898.832121,19.790, 0.047,1m014,tfn
NGC_6814,i,59898.832782,20.050, 0.047,1m014,tfn
NGC_6814,i,59899.831013,20.087, 0.048,1m014,tfn
NGC_6814,i,59899.831662,20.196, 0.048,1m014,tfn
NGC_6814,i,59900.044016,20.832, 0.042,1m005,lsc
NGC_6814,i,59900.044665,20.655, 0.042,1m005,lsc
NGC_6814,i,59900.412795,20.561, 0.054,1m011,coj
NGC_6814,i,59900.413445,20.527, 0.054,1m011,coj
NGC_6814,i,59900.433673,21.166, 0.051,1m003,coj
NGC_6814,i,59900.434323,20.606, 0.049,1m003,coj
NGC_6814,i,59900.829100,19.904, 0.047,1m014,tfn
NGC_6814,i,59900.829760,19.910, 0.047,1m014,tfn
NGC_6814,i,59901.072349,20.495, 0.043,1m008,elp
NGC_6814,i,59901.072998,20.303, 0.043,1m008,elp
NGC_6814,i,59901.424542,20.516, 0.048,1m003,coj
NGC_6814,i,59901.425191,20.629, 0.050,1m003,coj
NGC_6814,i,59901.829689,20.354, 0.193,1m001,tfn
NGC_6814,i,59901.830338,20.904, 0.201,1m001,tfn
NGC_6814,i,59902.035098,20.523, 0.044,1m004,lsc
NGC_6814,i,59902.035747,20.973, 0.044,1m004,lsc
NGC_6814,i,59903.037535,20.265, 0.043,1m009,lsc
NGC_6814,i,59903.038173,20.492, 0.044,1m009,lsc
NGC_6814,i,59903.415006,20.883, 0.058,1m011,coj
NGC_6814,i,59903.415656,20.960, 0.057,1m011,coj
NGC_6814,i,59903.828198,20.695, 0.166,1m001,tfn
NGC_6814,i,59903.828849,20.623, 0.183,1m001,tfn
NGC_6814,i,59904.031045,21.384, 0.051,1m009,lsc
NGC_6814,i,59904.031694,21.214, 0.050,1m009,lsc
NGC_6814,i,59904.848518,20.236, 0.048,1m001,tfn
NGC_6814,i,59904.849179,19.798, 0.048,1m001,tfn
NGC_6814,i,59905.030934,19.942, 0.048,1m005,lsc
NGC_6814,i,59905.031572,19.948, 0.047,1m005,lsc
NGC_6814,i,59905.845304,20.400, 0.053,1m001,tfn
NGC_6814,i,59905.845964,20.661, 0.053,1m001,tfn
NGC_6814,i,59906.025370,20.877, 0.066,1m005,lsc
NGC_6814,i,59906.026019,20.896, 0.064,1m005,lsc
NGC_6814,i,59906.811264,20.549, 0.055,1m014,tfn
NGC_6814,i,59906.811925,20.618, 0.054,1m014,tfn
NGC_6814,i,59907.808502,20.369, 0.051,1m014,tfn
NGC_6814,i,59907.809151,20.362, 0.051,1m014,tfn
NGC_6814,i,59908.026835,20.634, 0.072,1m009,lsc
NGC_6814,i,59908.027484,20.774, 0.070,1m009,lsc
NGC_6814,i,59908.821659,20.562, 0.050,1m014,tfn
NGC_6814,i,59908.822308,20.539, 0.050,1m014,tfn
NGC_6814,i,59911.824427,20.557, 0.050,1m001,tfn
NGC_6814,i,59911.825078,20.452, 0.050,1m001,tfn
NGC_6814,i,59913.056000,20.890, 0.049,1m006,elp
NGC_6814,i,59913.056660,20.962, 0.048,1m006,elp
NGC_6814,i,59913.818737,19.155, 0.438,1m001,tfn
NGC_6814,i,59913.819386,19.476, 0.369,1m001,tfn
NGC_6814,i,59914.054048,20.603, 0.048,1m006,elp
NGC_6814,i,59914.054708,20.397, 0.047,1m006,elp
NGC_6814,i,59915.053852,22.415, 0.059,1m008,elp
NGC_6814,i,59915.054525,22.266, 0.058,1m008,elp
NGC_6814,i,59916.053931,21.848, 0.089,1m008,elp
NGC_6814,i,59916.054604,21.765, 0.099,1m008,elp
NGC_6814,i,59917.812296,24.474, 0.087,1m001,tfn
NGC_6814,i,60004.396937,20.950, 0.052,1m004,lsc
NGC_6814,i,60004.397588,21.027, 0.053,1m004,lsc
NGC_6814,i,60005.140692,20.725, 0.086,1m012,cpt
NGC_6814,i,60005.141341,20.763, 0.098,1m012,cpt
NGC_6814,i,60005.399012,21.030, 0.067,1m004,lsc
NGC_6814,i,60005.399673,21.182, 0.071,1m004,lsc
NGC_6814,i,60005.782450,21.346, 0.069,1m003,coj
NGC_6814,i,60005.783146,21.376, 0.071,1m003,coj
NGC_6814,i,60006.138009,21.265, 0.064,1m013,cpt
NGC_6814,i,60006.138658,21.373, 0.066,1m013,cpt
NGC_6814,i,60006.397537,33.931, 0.105,1m009,lsc
NGC_6814,i,60006.398186,30.724, 0.099,1m009,lsc
NGC_6814,i,60007.396772,21.952, 0.055,1m005,lsc
NGC_6814,i,60007.397422,21.759, 0.056,1m005,lsc
NGC_6814,i,60008.785733,22.003, 0.078,1m003,coj
NGC_6814,i,60008.786428,21.905, 0.081,1m003,coj
NGC_6814,i,60009.267860,22.155, 0.104,1m001,tfn
NGC_6814,i,60009.268521,21.947, 0.093,1m001,tfn
NGC_6814,i,60009.383373,21.590, 0.051,1m005,lsc
NGC_6814,i,60009.384015,21.848, 0.051,1m005,lsc
NGC_6814,i,60009.771801,21.789, 0.070,1m003,coj
NGC_6814,i,60009.772474,21.837, 0.070,1m003,coj
NGC_6814,i,60010.267145,21.959, 0.064,1m001,tfn
NGC_6814,i,60010.267806,22.017, 0.067,1m001,tfn
NGC_6814,i,60010.784019,21.631, 0.061,1m003,coj
NGC_6814,i,60010.784703,21.723, 0.061,1m003,coj
NGC_6814,i,60011.267120,21.952, 0.065,1m014,tfn
NGC_6814,i,60011.267781,21.812, 0.065,1m014,tfn
NGC_6814,i,60011.385987,21.970, 0.050,1m005,lsc
NGC_6814,i,60011.386646,21.799, 0.050,1m005,lsc
NGC_6814,i,60011.786426,22.515, 0.066,1m011,coj
NGC_6814,i,60011.787086,22.210, 0.065,1m011,coj
NGC_6814,i,60012.121571,21.289, 0.048,1m010,cpt
NGC_6814,i,60012.122209,21.383, 0.048,1m010,cpt
NGC_6814,i,60012.374989,21.874, 0.052,1m005,lsc
NGC_6814,i,60012.375638,21.639, 0.052,1m005,lsc
NGC_6814,i,60012.505901,21.602, 0.068,1m006,elp
NGC_6814,i,60012.506550,21.772, 0.066,1m006,elp
NGC_6814,i,60012.770258,21.454, 0.054,1m011,coj
NGC_6814,i,60012.770931,21.385, 0.055,1m011,coj
NGC_6814,i,60013.118773,20.831, 0.047,1m010,cpt
NGC_6814,i,60013.119422,20.983, 0.048,1m010,cpt
NGC_6814,i,60013.140172,21.346, 0.049,1m010,cpt
NGC_6814,i,60013.140821,21.551, 0.050,1m010,cpt
NGC_6814,i,60014.116146,20.884, 0.047,1m010,cpt
NGC_6814,i,60014.116795,20.940, 0.047,1m010,cpt
NGC_6814,i,60014.369639,21.832, 0.053,1m004,lsc
NGC_6814,i,60014.370289,21.860, 0.053,1m004,lsc
NGC_6814,i,60015.251449,21.647, 0.054,1m001,tfn
NGC_6814,i,60015.252098,21.455, 0.054,1m001,tfn
NGC_6814,i,60015.367140,21.400, 0.053,1m009,lsc
NGC_6814,i,60015.367783,21.932, 0.054,1m009,lsc
NGC_6814,i,60016.121670,21.457, 0.049,1m010,cpt
NGC_6814,i,60016.122400,21.459, 0.049,1m010,cpt
NGC_6814,i,60016.139887,21.989, 0.054,1m012,cpt
NGC_6814,i,60016.140750,22.025, 0.055,1m012,cpt
NGC_6814,i,60016.364388,21.463, 0.052,1m009,lsc
NGC_6814,i,60016.365025,21.449, 0.052,1m009,lsc
NGC_6814,i,60016.495045,21.143, 0.048,1m008,elp
NGC_6814,i,60016.495694,20.872, 0.047,1m008,elp
NGC_6814,i,60017.108028,20.737, 0.094,1m010,cpt
NGC_6814,i,60017.108682,21.633, 0.081,1m010,cpt
NGC_6814,i,60017.137691,20.763, 0.106,1m010,cpt
NGC_6814,i,60017.138511,21.591, 0.069,1m010,cpt
NGC_6814,i,60017.361704,21.457, 0.053,1m009,lsc
NGC_6814,i,60017.362353,26.573, 0.096,1m009,lsc
NGC_6814,i,60017.794021,21.707, 0.064,1m003,coj
NGC_6814,i,60017.794706,21.852, 0.066,1m003,coj
NGC_6814,i,60018.105965,21.539, 0.051,1m013,cpt
NGC_6814,i,60018.106615,21.605, 0.051,1m013,cpt
NGC_6814,i,60018.358905,21.678, 0.052,1m005,lsc
NGC_6814,i,60018.359555,21.783, 0.053,1m005,lsc
NGC_6814,i,60018.501579,21.243, 0.050,1m006,elp
NGC_6814,i,60018.502228,21.438, 0.051,1m006,elp
NGC_6814,i,60018.746987,21.675, 0.055,1m011,coj
NGC_6814,i,60018.747649,21.713, 0.055,1m011,coj
NGC_6814,i,60018.782525,21.788, 0.053,1m011,coj
NGC_6814,i,60018.783177,21.618, 0.053,1m011,coj
NGC_6814,i,60018.785616,22.046, 0.053,1m003,coj
NGC_6814,i,60018.786311,22.029, 0.054,1m003,coj
NGC_6814,i,60019.402833,21.696, 0.048,1m004,lsc
NGC_6814,i,60019.403482,21.621, 0.048,1m004,lsc
NGC_6814,i,60021.140450,22.112, 0.042,1m013,cpt
NGC_6814,i,60021.141088,22.072, 0.042,1m013,cpt
NGC_6814,i,60021.401476,29.373, 0.060,1m009,lsc
NGC_6814,i,60021.402125,21.658, 0.044,1m009,lsc
NGC_6814,i,60022.398005,24.875, 0.049,1m009,lsc
NGC_6814,i,60022.398643,32.144, 0.064,1m009,lsc
NGC_6814,i,60023.092473,21.482, 0.044,1m010,cpt
NGC_6814,i,60023.093122,21.700, 0.044,1m010,cpt
NGC_6814,i,60023.345280,21.620, 0.044,1m005,lsc
NGC_6814,i,60023.345952,21.528, 0.043,1m005,lsc
NGC_6814,i,60024.226983,20.873, 0.055,1m014,tfn
NGC_6814,i,60024.227633,20.823, 0.055,1m014,tfn
NGC_6814,i,60024.400765,21.575, 0.043,1m005,lsc
NGC_6814,i,60024.401414,21.578, 0.043,1m005,lsc
NGC_6814,i,60025.087225,21.993, 0.047,1m010,cpt
NGC_6814,i,60025.087979,21.845, 0.047,1m010,cpt
NGC_6814,i,60025.343619,21.851, 0.046,1m004,lsc
NGC_6814,i,60025.344256,21.747, 0.046,1m004,lsc
NGC_6814,i,60026.102999,21.725, 0.374,1m013,cpt
NGC_6814,i,60026.103696,22.331, 0.144,1m013,cpt
NGC_6814,i,60026.384844,22.176, 0.043,1m009,lsc
NGC_6814,i,60026.385493,21.903, 0.042,1m009,lsc
NGC_6814,i,60027.354025,21.611, 0.043,1m009,lsc
NGC_6814,i,60027.354663,21.554, 0.043,1m009,lsc
NGC_6814,i,60027.464909,21.985, 0.046,1m008,elp
NGC_6814,i,60027.465546,22.021, 0.047,1m008,elp
NGC_6814,i,60028.369452,24.280, 0.047,1m009,lsc
NGC_6814,i,60028.370090,23.560, 0.046,1m009,lsc
NGC_6814,i,60028.494632,22.459, 0.048,1m006,elp
NGC_6814,i,60028.495271,22.456, 0.050,1m006,elp
NGC_6814,i,60029.377712,22.090, 0.044,1m004,lsc
NGC_6814,i,60029.378362,22.108, 0.044,1m004,lsc
NGC_6814,i,60029.485838,22.035, 0.043,1m006,elp
NGC_6814,i,60029.486487,21.940, 0.043,1m006,elp
NGC_6814,i,60030.335338,22.048, 0.044,1m009,lsc
NGC_6814,i,60030.335987,21.818, 0.044,1m009,lsc
NGC_6814,i,60031.090068,22.262, 0.042,1m013,cpt
NGC_6814,i,60031.090833,22.311, 0.042,1m013,cpt
NGC_6814,i,60032.095559,22.521, 0.043,1m010,cpt
NGC_6814,i,60032.096440,22.353, 0.043,1m010,cpt
NGC_6814,i,60033.093518,22.236, 0.043,1m013,cpt
NGC_6814,i,60033.094167,22.420, 0.043,1m013,cpt
NGC_6814,i,60033.721861,23.061, 0.060,1m011,coj
NGC_6814,i,60033.722522,22.399, 0.053,1m011,coj
NGC_6814,i,60034.092826,22.386, 0.044,1m010,cpt
NGC_6814,i,60034.093476,22.440, 0.044,1m010,cpt
NGC_6814,i,60034.721086,22.195, 0.047,1m003,coj
NGC_6814,i,60034.721770,22.259, 0.047,1m003,coj
NGC_6814,i,60035.321660,26.610, 0.051,1m009,lsc
NGC_6814,i,60035.322297,26.598, 0.051,1m009,lsc
NGC_6814,i,60036.056464,22.303, 0.045,1m010,cpt
NGC_6814,i,60036.057114,22.428, 0.045,1m010,cpt
NGC_6814,i,60036.385264,25.883, 0.048,1m009,lsc
NGC_6814,i,60036.385901,25.605, 0.048,1m009,lsc
NGC_6814,i,60037.117210,22.358, 0.043,1m013,cpt
NGC_6814,i,60037.117917,22.243, 0.043,1m013,cpt
NGC_6814,i,60037.306675,22.151, 0.046,1m009,lsc
NGC_6814,i,60037.307324,22.166, 0.046,1m009,lsc
NGC_6814,i,60037.783734,22.109, 0.047,1m011,coj
NGC_6814,i,60037.784395,22.568, 0.047,1m011,coj
NGC_6814,i,60039.159816,22.652, 0.049,1m010,cpt
NGC_6814,i,60039.160466,22.744, 0.051,1m010,cpt
NGC_6814,i,60039.701186,22.080, 0.160,1m003,coj
NGC_6814,i,60039.701870,21.566, 0.182,1m003,coj
NGC_6814,i,60040.045371,22.570, 0.059,1m012,cpt
NGC_6814,i,60040.046078,22.557, 0.058,1m012,cpt
NGC_6814,i,60041.082761,22.077, 0.048,1m013,cpt
NGC_6814,i,60041.083410,21.920, 0.048,1m013,cpt
NGC_6814,i,60041.310701,22.470, 0.052,1m005,lsc
NGC_6814,i,60041.311351,22.306, 0.052,1m005,lsc
NGC_6814,i,60042.242718,21.973, 0.108,1m014,tfn
NGC_6814,i,60042.243367,22.046, 0.107,1m014,tfn
NGC_6814,i,60042.325415,22.253, 0.053,1m005,lsc
NGC_6814,i,60042.326064,22.273, 0.053,1m005,lsc
NGC_6814,i,60043.298037,21.539, 0.053,1m009,lsc
NGC_6814,i,60043.298686,21.892, 0.054,1m009,lsc
NGC_6814,i,60043.409283,29.704, 0.065,1m009,lsc
NGC_6814,i,60043.409932,25.506, 0.056,1m009,lsc
NGC_6814,i,60044.034564,21.420, 0.060,1m012,cpt
NGC_6814,i,60044.035236,21.418, 0.059,1m012,cpt
NGC_6814,i,60044.403400,21.275, 0.047,1m004,lsc
NGC_6814,i,60044.404051,21.379, 0.047,1m004,lsc
NGC_6814,i,60045.083694,21.233, 0.054,1m010,cpt
NGC_6814,i,60045.084343,21.480, 0.055,1m010,cpt
NGC_6814,i,60045.406291,21.525, 0.051,1m005,lsc
NGC_6814,i,60045.406940,21.622, 0.051,1m005,lsc
NGC_6814,i,60046.029004,21.465, 0.062,1m010,cpt
NGC_6814,i,60046.029653,21.454, 0.061,1m010,cpt
NGC_6814,i,60046.478566,20.752, 0.046,1m008,elp
NGC_6814,i,60046.479215,20.676, 0.046,1m008,elp
NGC_6814,i,60048.404181,22.012, 0.044,1m005,lsc
NGC_6814,i,60048.404830,22.078, 0.044,1m005,lsc
NGC_6814,i,60048.683188,21.260, 0.049,1m003,coj
NGC_6814,i,60048.683849,21.491, 0.048,1m003,coj
NGC_6814,i,60049.020841,22.089, 0.045,1m010,cpt
NGC_6814,i,60049.021490,22.197, 0.045,1m010,cpt
NGC_6814,i,60050.064548,21.819, 0.042,1m010,cpt
NGC_6814,i,60050.065197,21.993, 0.042,1m010,cpt
NGC_6814,i,60051.031118,22.218, 0.043,1m013,cpt
NGC_6814,i,60051.031757,22.397, 0.043,1m013,cpt
NGC_6814,i,60051.076088,22.322, 0.042,1m013,cpt
NGC_6814,i,60051.076737,22.369, 0.042,1m013,cpt
NGC_6814,i,60052.036632,22.272, 0.047,1m012,cpt
NGC_6814,i,60052.037386,22.377, 0.047,1m012,cpt
NGC_6814,i,60052.121043,22.692, 0.046,1m012,cpt
NGC_6814,i,60052.121692,22.768, 0.046,1m012,cpt
NGC_6814,i,60053.021482,22.780, 0.082,1m012,cpt
NGC_6814,i,60053.022131,24.068, 0.073,1m012,cpt
NGC_6814,i,60053.405829,24.187, 0.043,1m009,lsc
NGC_6814,i,60053.406480,23.881, 0.043,1m009,lsc
NGC_6814,i,60054.284607,22.769, 0.043,1m005,lsc
NGC_6814,i,60054.285257,22.939, 0.043,1m005,lsc
NGC_6814,i,60055.153491,21.975, 0.052,1m014,tfn
NGC_6814,i,60055.154140,22.278, 0.053,1m014,tfn
NGC_6814,i,60055.181649,22.638, 0.059,1m001,tfn
NGC_6814,i,60055.182298,22.512, 0.058,1m001,tfn
NGC_6814,i,60056.255219,22.445, 0.045,1m005,lsc
NGC_6814,i,60056.255868,21.934, 0.045,1m005,lsc
NGC_6814,i,60057.176733,22.207, 0.048,1m014,tfn
NGC_6814,i,60057.177382,22.187, 0.048,1m014,tfn
NGC_6814,i,60058.205231,21.869, 0.049,1m001,tfn
NGC_6814,i,60058.205882,21.912, 0.049,1m001,tfn
NGC_6814,i,60058.277026,22.072, 0.043,1m009,lsc
NGC_6814,i,60058.277675,23.258, 0.045,1m009,lsc
NGC_6814,i,60059.172634,22.151, 0.047,1m014,tfn
NGC_6814,i,60059.173283,22.407, 0.048,1m014,tfn
NGC_6814,i,60059.634893,22.206, 0.049,1m003,coj
NGC_6814,i,60059.635543,22.243, 0.049,1m003,coj
NGC_6814,i,60060.178269,22.346, 0.050,1m001,tfn
NGC_6814,i,60060.178918,22.478, 0.050,1m001,tfn
NGC_6814,i,60060.342079,22.088, 0.042,1m004,lsc
NGC_6814,i,60060.342763,21.972, 0.042,1m004,lsc
NGC_6814,i,60061.218679,22.033, 0.049,1m001,tfn
NGC_6814,i,60061.219328,22.140, 0.049,1m001,tfn
NGC_6814,i,60061.356331,22.176, 0.041,1m005,lsc
NGC_6814,i,60061.356973,22.110, 0.041,1m005,lsc
NGC_6814,i,60062.326006,28.408, 0.053,1m009,lsc
NGC_6814,i,60062.326644,25.933, 0.049,1m009,lsc
NGC_6814,i,60062.397634,21.775, 0.042,1m004,lsc
NGC_6814,i,60062.398283,21.774, 0.042,1m004,lsc
NGC_6814,i,60063.310815,21.873, 0.042,1m004,lsc
NGC_6814,i,60063.311464,21.978, 0.042,1m004,lsc
NGC_6814,i,60063.384206,21.946, 0.042,1m005,lsc
NGC_6814,i,60063.384843,21.578, 0.041,1m005,lsc
NGC_6814,i,60064.123554,21.281, 0.053,1m014,tfn
NGC_6814,i,60064.124203,21.178, 0.053,1m014,tfn
NGC_6814,i,60064.759011,21.671, 0.046,1m003,coj
NGC_6814,i,60064.759672,21.818, 0.046,1m003,coj
NGC_6814,i,60065.309654,21.590, 0.041,1m005,lsc
NGC_6814,i,60065.310303,21.648, 0.041,1m005,lsc
NGC_6814,i,60065.618694,20.849, 0.052,1m003,coj
NGC_6814,i,60065.619343,21.049, 0.052,1m003,coj
NGC_6814,i,60065.987647,21.604, 0.075,1m013,cpt
NGC_6814,i,60065.988285,21.501, 0.079,1m013,cpt
NGC_6814,i,60066.815726,21.056, 0.047,1m003,coj
NGC_6814,i,60066.816386,21.036, 0.048,1m003,coj
NGC_6814,i,60067.061679,25.873, 0.407,1m012,cpt
NGC_6814,i,60067.062328,25.957, 0.402,1m012,cpt
NGC_6814,i,60067.790540,20.976, 0.047,1m003,coj
NGC_6814,i,60067.791259,20.726, 0.047,1m003,coj
NGC_6814,i,60068.074401,20.976, 0.043,1m013,cpt
NGC_6814,i,60068.075050,21.034, 0.043,1m013,cpt
NGC_6814,i,60068.088092,21.077, 0.043,1m013,cpt
NGC_6814,i,60068.088742,21.134, 0.043,1m013,cpt
NGC_6814,i,60068.613040,21.819, 0.058,1m011,coj
NGC_6814,i,60068.613702,21.299, 0.058,1m011,coj
NGC_6814,i,60069.051677,23.170, 0.466,1m012,cpt
NGC_6814,i,60069.052326,23.127, 0.454,1m012,cpt
NGC_6814,i,60069.618882,21.518, 0.067,1m003,coj
NGC_6814,i,60069.619543,21.548, 0.066,1m003,coj
NGC_6814,i,60070.128283,21.491, 0.067,1m001,tfn
NGC_6814,i,60070.128932,21.462, 0.065,1m001,tfn
NGC_6814,i,60070.970074,21.365, 0.062,1m010,cpt
NGC_6814,i,60070.970723,21.268, 0.062,1m010,cpt
NGC_6814,i,60071.323622,21.316, 0.051,1m004,lsc
NGC_6814,i,60071.324273,21.300, 0.051,1m004,lsc
NGC_6814,i,60071.655651,20.862, 0.068,1m011,coj
NGC_6814,i,60071.656311,20.343, 0.097,1m011,coj
NGC_6814,i,60072.134147,20.718, 0.058,1m014,tfn
NGC_6814,i,60072.134807,20.763, 0.057,1m014,tfn
NGC_6814,i,60072.966520,20.800, 0.064,1m010,cpt
NGC_6814,i,60072.967169,20.952, 0.064,1m010,cpt
NGC_6814,i,60073.183021,20.990, 0.059,1m001,tfn
NGC_6814,i,60073.183670,21.143, 0.060,1m001,tfn
NGC_6814,i,60073.681459,20.997, 0.065,1m003,coj
NGC_6814,i,60073.682120,20.756, 0.063,1m003,coj
NGC_6814,i,60075.651256,20.934, 0.053,1m003,coj
NGC_6814,i,60075.651916,20.794, 0.053,1m003,coj
NGC_6814,i,60075.791369,20.795, 0.054,1m003,coj
NGC_6814,i,60075.792030,20.883, 0.054,1m003,coj
NGC_6814,i,60076.259399,20.589, 0.069,1m009,lsc
NGC_6814,i,60076.260049,20.727, 0.067,1m009,lsc
NGC_6814,i,60076.759163,20.723, 0.063,1m011,coj
NGC_6814,i,60076.759825,20.614, 0.054,1m011,coj
NGC_6814,i,60077.346284,20.720, 0.041,1m005,lsc
NGC_6814,i,60077.346933,20.520, 0.042,1m005,lsc
NGC_6814,i,60078.131794,20.712, 0.049,1m001,tfn
NGC_6814,i,60078.132443,20.398, 0.049,1m001,tfn
NGC_6814,i,60078.300965,20.979, 0.041,1m005,lsc
NGC_6814,i,60078.301614,20.957, 0.041,1m005,lsc
NGC_6814,i,60079.258402,21.530, 0.043,1m009,lsc
NGC_6814,i,60079.259051,21.209, 0.042,1m009,lsc
NGC_6814,i,60079.346276,20.633, 0.040,1m005,lsc
NGC_6814,i,60079.346925,20.717, 0.040,1m005,lsc
NGC_6814,i,60079.936690,20.535, 0.042,1m013,cpt
NGC_6814,i,60079.937339,20.666, 0.042,1m013,cpt
NGC_6814,i,60080.385498,20.365, 0.040,1m009,lsc
NGC_6814,i,60080.386148,24.326, 0.047,1m009,lsc
NGC_6814,i,60080.936423,20.461, 0.042,1m013,cpt
NGC_6814,i,60080.937069,20.364, 0.042,1m013,cpt
NGC_6814,i,60081.384168,20.364, 0.041,1m008,elp
NGC_6814,i,60081.384817,20.493, 0.041,1m008,elp
NGC_6814,i,60082.292554,20.249, 0.041,1m005,lsc
NGC_6814,i,60082.293203,20.561, 0.041,1m005,lsc
NGC_6814,i,60082.427587,20.426, 0.044,1m004,lsc
NGC_6814,i,60082.428236,20.321, 0.044,1m004,lsc
NGC_6814,i,60083.123095,20.567, 0.048,1m001,tfn
NGC_6814,i,60083.123744,20.417, 0.048,1m001,tfn
NGC_6814,i,60083.576080,20.513, 0.046,1m003,coj
NGC_6814,i,60083.576741,20.462, 0.046,1m003,coj
NGC_6814,i,60083.967384,20.397, 0.040,1m013,cpt
NGC_6814,i,60083.968033,20.092, 0.040,1m013,cpt
NGC_6814,i,60085.099510,19.747, 0.054,1m014,tfn
NGC_6814,i,60085.100159,19.977, 0.053,1m014,tfn
NGC_6814,i,60086.441343,20.474, 0.043,1m006,elp
NGC_6814,i,60086.442003,20.506, 0.043,1m006,elp
NGC_6814,i,60086.705687,19.948, 0.045,1m011,coj
NGC_6814,i,60086.706349,20.129, 0.045,1m011,coj
NGC_6814,i,60087.210176,20.014, 0.043,1m009,lsc
NGC_6814,i,60087.210825,19.706, 0.043,1m009,lsc
NGC_6814,i,60087.934983,20.225, 0.042,1m013,cpt
NGC_6814,i,60087.935620,20.309, 0.042,1m013,cpt
NGC_6814,i,60088.260163,19.571, 0.099,1m009,lsc
NGC_6814,i,60088.260802,19.279, 0.113,1m009,lsc
NGC_6814,i,60088.432882,21.910, 0.075,1m006,elp
NGC_6814,i,60088.433520,20.301, 0.044,1m006,elp
NGC_6814,i,60090.431349,20.393, 0.042,1m004,lsc
NGC_6814,i,60090.431986,20.293, 0.041,1m004,lsc
NGC_6814,i,60091.096727,20.475, 0.040,1m013,cpt
NGC_6814,i,60091.097377,20.077, 0.040,1m013,cpt
NGC_6814,i,60091.621781,24.409, 0.074,1m003,coj
NGC_6814,i,60091.622442,22.489, 0.061,1m003,coj
NGC_6814,i,60093.016912,20.288, 0.042,1m013,cpt
NGC_6814,i,60093.017572,20.195, 0.041,1m013,cpt
NGC_6814,i,60093.646494,20.575, 0.046,1m011,coj
NGC_6814,i,60093.647155,20.053, 0.046,1m011,coj
NGC_6814,i,60094.281094,20.934, 0.041,1m005,lsc
NGC_6814,i,60094.281743,21.237, 0.041,1m005,lsc
NGC_6814,i,60095.148606,21.516, 0.082,1m005,lsc
NGC_6814,i,60095.149255,21.434, 0.088,1m005,lsc
NGC_6814,i,60096.198869,21.455, 0.045,1m005,lsc
NGC_6814,i,60096.199518,21.363, 0.045,1m005,lsc
NGC_6814,i,60096.982076,20.828, 0.046,1m010,cpt
NGC_6814,i,60096.982725,20.862, 0.046,1m010,cpt
NGC_6814,i,60098.807135,21.447, 0.079,1m003,coj
NGC_6814,i,60098.807808,21.320, 0.073,1m003,coj
NGC_6814,i,60100.135018,20.595, 0.084,1m009,lsc
NGC_6814,i,60100.135668,20.505, 0.084,1m009,lsc
NGC_6814,i,60101.134650,22.178, 0.059,1m012,cpt
NGC_6814,i,60101.135299,22.050, 0.058,1m012,cpt
NGC_6814,i,60103.135234,21.914, 0.054,1m009,lsc
NGC_6814,i,60103.135883,22.017, 0.054,1m009,lsc
NGC_6814,i,60103.225826,22.353, 0.052,1m004,lsc
NGC_6814,i,60103.226463,22.196, 0.051,1m004,lsc
NGC_6814,i,60104.340057,21.719, 0.045,1m004,lsc
NGC_6814,i,60104.340706,22.187, 0.046,1m004,lsc
NGC_6814,i,60105.300958,22.058, 0.042,1m005,lsc
NGC_6814,i,60105.301607,22.112, 0.042,1m005,lsc
NGC_6814,i,60106.343126,21.441, 0.040,1m009,lsc
NGC_6814,i,60106.343764,21.456, 0.040,1m009,lsc
NGC_6814,i,60107.385112,21.822, 0.041,1m005,lsc
NGC_6814,i,60107.385772,21.631, 0.041,1m005,lsc
NGC_6814,i,60108.439780,21.231, 0.044,1m009,lsc
NGC_6814,i,60108.440431,20.921, 0.045,1m009,lsc
NGC_6814,i,60110.204504,21.828, 0.115,1m014,tfn
NGC_6814,i,60110.205154,21.422, 0.187,1m014,tfn
NGC_6814,i,60111.144396,21.529, 0.047,1m001,tfn
NGC_6814,i,60111.145057,21.604, 0.047,1m001,tfn
NGC_6814,i,60111.563365,21.760, 0.047,1m011,coj
NGC_6814,i,60111.564026,21.772, 0.047,1m011,coj
NGC_6814,i,60112.606552,21.603, 0.144,1m011,coj
NGC_6814,i,60112.607202,21.969, 0.153,1m011,coj
NGC_6814,i,60113.704568,21.904, 0.045,1m003,coj
NGC_6814,i,60113.705217,21.850, 0.045,1m003,coj
